ts_code,rec8,score,buy_td,buy_p,sell_td,sell_p,net_pct,month,bin
002169.SZ,20260224,97.8,20260225,15.55,20260304,14.8,-4.9832,2026-02,高
600966.SH,20260224,97.7,20260225,8.55,20260304,8.08,-5.6571,2026-02,高
603002.SH,20260224,97.6,20260225,10.68,20260304,10.69,-0.0664,2026-02,高
001896.SZ,20260224,97.5,20260225,10.5,20260304,14.26,35.6495,2026-02,高
600397.SH,20260224,97.5,20260225,17.64,20260304,18.57,5.1121,2026-02,高
605289.SH,20260224,97.5,20260225,100.24,20260304,131.18,30.7059,2026-02,高
603968.SH,20260224,97.4,20260225,16.69,20260304,14.57,-12.8622,2026-02,高
600673.SH,20260224,96.9,20260309,35.0,20260316,34.98,-0.2171,2026-02,高
603121.SH,20260224,96.4,20260309,23.13,20260316,19.34,-16.5456,2026-02,高
000890.SZ,20260224,95.5,20260225,7.28,20260304,8.87,21.6807,2026-02,高
002283.SZ,20260224,95.5,20260225,10.19,20260304,9.71,-4.8705,2026-02,高
601890.SH,20260224,95.5,20260225,13.63,20260304,12.71,-6.9098,2026-02,高
605033.SH,20260224,95.0,20260225,34.69,20260304,23.18,-33.3396,2026-02,高
002812.SZ,20260224,94.9,20260225,66.0,20260304,61.75,-6.5994,2026-02,高
002498.SZ,20260224,94.8,20260225,7.83,20260304,8.13,3.6714,2026-02,高
002655.SZ,20260224,94.8,20260225,15.93,20260304,16.63,4.2342,2026-02,高
600791.SH,20260224,94.5,20260225,8.13,20260304,8.34,2.423,2026-02,高
000688.SZ,20260224,94.3,20260225,34.11,20260304,34.7,1.5697,2026-02,高
603331.SH,20260224,94.2,20260225,19.99,20260304,16.6,-17.1185,2026-02,高
000779.SZ,20260224,94.1,20260225,10.23,20260304,9.56,-6.7094,2026-02,高
002348.SZ,20260225,98.0,20260226,7.57,20260305,8.15,7.5018,2026-02,高
002169.SZ,20260225,97.6,20260226,15.73,20260305,15.1,-4.1651,2026-02,高
603002.SH,20260225,97.6,20260226,11.27,20260305,10.64,-5.7501,2026-02,高
001896.SZ,20260225,97.5,20260226,11.04,20260305,14.44,30.6371,2026-02,高
600397.SH,20260225,97.5,20260226,19.12,20260305,18.17,-5.1286,2026-02,高
001203.SZ,20260225,97.5,20260226,42.62,20260305,35.83,-16.0915,2026-02,高
605289.SH,20260225,97.5,20260226,108.87,20260305,130.0,19.2485,2026-02,高
000779.SZ,20260225,97.3,20260226,10.52,20260305,9.57,-9.1904,2026-02,高
600791.SH,20260225,97.1,20260226,8.17,20260305,8.25,0.8192,2026-02,高
600673.SH,20260225,96.9,20260309,35.0,20260316,34.98,-0.2171,2026-02,高
603121.SH,20260225,96.4,20260309,23.13,20260316,19.34,-16.5456,2026-02,高
000890.SZ,20260225,95.5,20260226,7.26,20260305,9.15,25.8731,2026-02,高
002930.SZ,20260225,95.5,20260226,13.5,20260305,13.63,0.803,2026-02,高
000839.SZ,20260225,95.0,20260226,3.69,20260305,3.24,-12.3551,2026-02,高
603685.SH,20260225,95.0,20260226,27.9,20260305,29.82,6.7217,2026-02,高
002008.SZ,20260225,94.9,20260226,64.1,20260305,71.48,11.3533,2026-02,高
002498.SZ,20260225,94.8,20260226,8.15,20260305,8.94,9.5333,2026-02,高
601096.SH,20260225,94.7,20260226,6.41,20260305,6.53,1.7121,2026-02,高
603588.SH,20260225,94.6,20260226,11.66,20260305,13.1,12.1899,2026-02,高
600984.SH,20260225,94.4,20260226,5.19,20260305,4.77,-8.2525,2026-02,高
002169.SZ,20260226,97.7,20260227,16.29,20260306,15.59,-4.4571,2026-02,高
603588.SH,20260226,97.6,20260227,12.03,20260306,13.4,11.2282,2026-02,高
603400.SH,20260226,97.6,20260227,73.0,20260306,71.0,-2.8997,2026-02,高
000890.SZ,20260226,97.5,20260227,7.83,20260306,9.05,15.4211,2026-02,高
001896.SZ,20260226,97.5,20260227,12.76,20260306,15.88,24.2914,2026-02,高
002008.SZ,20260226,97.5,20260227,69.72,20260306,69.54,-0.4182,2026-02,高
603002.SH,20260226,97.5,20260227,11.81,20260306,10.51,-11.1676,2026-02,高
600397.SH,20260226,97.4,20260227,19.75,20260306,19.99,1.0552,2026-02,高
605318.SH,20260226,97.3,20260227,79.97,20260306,69.61,-13.1149,2026-02,高
601096.SH,20260226,97.2,20260227,6.45,20260306,6.71,3.871,2026-02,高
600791.SH,20260226,97.1,20260227,8.48,20260306,8.25,-2.8723,2026-02,高
002348.SZ,20260226,97.1,20260227,7.78,20260306,8.23,5.6241,2026-02,高
600673.SH,20260226,96.9,20260309,35.0,20260316,34.98,-0.2171,2026-02,高
605289.SH,20260226,96.9,20260227,117.99,20260306,131.15,10.9935,2026-02,高
002498.SZ,20260226,96.8,20260227,8.38,20260306,9.83,17.1431,2026-02,高
001203.SZ,20260226,96.7,20260227,39.5,20260306,35.81,-9.5018,2026-02,高
603121.SH,20260226,96.4,20260309,23.13,20260316,19.34,-16.5456,2026-02,高
000899.SZ,20260226,95.5,20260227,14.18,20260306,14.53,2.3083,2026-02,高
603867.SH,20260226,95.5,20260227,36.83,20260306,35.67,-3.3096,2026-02,高
000811.SZ,20260226,95.3,20260227,20.08,20260306,21.14,5.1189,2026-02,高
603738.SH,20260227,98.0,20260302,21.6,20260309,22.06,1.9696,2026-02,高
002930.SZ,20260227,97.9,20260302,13.88,20260309,14.67,5.5316,2026-02,高
603400.SH,20260227,97.9,20260302,72.94,20260309,68.9,-5.6988,2026-02,高
603588.SH,20260227,97.7,20260302,13.05,20260309,14.02,7.273,2026-02,高
002348.SZ,20260227,97.6,20260302,8.05,20260309,8.61,6.7965,2026-02,高
001896.SZ,20260227,97.5,20260302,13.35,20260309,15.95,19.3157,2026-02,高
600397.SH,20260227,97.5,20260302,22.58,20260309,20.47,-9.5046,2026-02,高
603685.SH,20260227,97.5,20260302,28.63,20260309,27.84,-2.9193,2026-02,高
002008.SZ,20260227,97.1,20260302,71.0,20260309,67.77,-4.7093,2026-02,高
605289.SH,20260227,97.0,20260302,115.07,20260309,135.0,17.1599,2026-02,高
600673.SH,20260227,96.9,20260309,35.0,20260316,34.98,-0.2171,2026-02,高
603121.SH,20260227,96.4,20260309,23.13,20260316,19.34,-16.5456,2026-02,高
002350.SZ,20260227,95.5,20260302,12.32,20260309,13.84,12.1777,2026-02,高
002980.SZ,20260227,95.5,20260302,31.87,20260309,35.6,11.5438,2026-02,高
603790.SH,20260227,95.3,20260302,26.1,20260309,25.15,-3.7998,2026-02,高
002887.SZ,20260227,95.2,20260302,11.59,20260309,11.64,0.2714,2026-02,高
603922.SH,20260227,95.2,20260302,22.14,20260309,21.92,-1.1537,2026-02,高
001326.SZ,20260227,95.2,20260302,64.2,20260309,62.37,-3.0105,2026-02,高
000657.SZ,20260227,95.0,20260302,71.0,20260309,65.11,-8.4558,2026-02,高
000899.SZ,20260227,95.0,20260302,14.88,20260309,14.94,0.2432,2026-02,高
603738.SH,20260302,98.0,20260303,24.2,20260310,22.46,-7.3501,2026-03,高
603393.SH,20260302,98.0,20260303,39.18,20260310,38.6,-1.6403,2026-03,高
002980.SZ,20260302,98.0,20260303,35.06,20260310,36.78,4.7459,2026-03,高
000731.SZ,20260302,97.5,20260303,8.32,20260310,7.81,-6.2898,2026-03,高
600026.SH,20260302,97.5,20260303,24.45,20260310,23.26,-5.0271,2026-03,高
601872.SH,20260302,97.5,20260303,18.9,20260310,16.47,-13.0171,2026-03,高
002353.SZ,20260302,97.5,20260303,124.36,20260310,119.8,-3.8268,2026-03,高
001400.SZ,20260302,97.5,20260303,131.05,20260310,146.04,11.2784,2026-03,高
002348.SZ,20260302,97.4,20260303,8.14,20260310,8.82,8.1938,2026-03,高
603588.SH,20260302,97.3,20260303,12.69,20260310,14.51,14.182,2026-03,高
600299.SH,20260302,97.2,20260303,12.1,20260310,13.28,9.5921,2026-03,高
600301.SH,20260302,97.2,20260303,71.0,20260310,64.2,-9.7375,2026-03,高
600759.SH,20260302,97.2,20260303,7.51,20260310,7.49,-0.4263,2026-03,高
605289.SH,20260302,97.0,20260303,133.16,20260310,132.72,-0.4904,2026-03,高
001896.SZ,20260302,96.9,20260303,13.89,20260310,15.81,13.6629,2026-03,高
600673.SH,20260302,96.9,20260309,35.0,20260316,34.98,-0.2171,2026-03,高
002008.SZ,20260302,96.9,20260303,74.5,20260310,73.01,-2.16,2026-03,高
002272.SZ,20260302,96.9,20260303,21.0,20260310,20.83,-0.9695,2026-03,高
603867.SH,20260302,96.9,20260303,38.65,20260310,34.4,-11.1561,2026-03,高
601958.SH,20260302,96.8,20260303,26.0,20260310,23.96,-8.0062,2026-03,高
002463.SZ,20260318,88.6,20260319,88.55,20260327,80.64,-9.0928,2026-03,中
000007.SZ,20260318,87.7,20260319,14.84,20260327,13.24,-10.9417,2026-03,中
001382.SZ,20260318,87.7,20260319,24.03,20260327,22.55,-6.319,2026-03,中
603211.SH,20260318,87.4,20260319,24.58,20260327,24.0,-2.5196,2026-03,中
000062.SZ,20260318,86.5,20260319,26.7,20260327,27.78,3.8849,2026-03,低
603991.SH,20260318,86.4,20260319,105.0,20260327,101.77,-3.2362,2026-03,低
002202.SZ,20260318,86.3,20260319,30.0,20260327,27.45,-8.66,2026-03,低
002298.SZ,20260318,86.2,20260319,12.34,20260327,11.64,-5.8326,2026-03,低
601919.SH,20260318,85.7,20260319,16.14,20260327,15.17,-6.1699,2026-03,低
603332.SH,20260318,85.6,20260319,14.66,20260327,12.91,-12.0972,2026-03,低
603880.SH,20260318,85.5,20260319,7.5,20260327,7.18,-4.4267,2026-03,低
603683.SH,20260318,85.4,20260319,27.39,20260327,27.98,1.9941,2026-03,低
002730.SZ,20260318,85.0,20260319,21.0,20260327,24.42,16.1257,2026-03,低
603977.SH,20260318,84.9,20260319,16.34,20260327,17.0,3.8792,2026-03,低
603817.SH,20260318,84.7,20260319,8.58,20260327,7.89,-8.202,2026-03,低
002135.SZ,20260318,84.4,20260319,7.43,20260327,6.78,-8.9083,2026-03,低
603693.SH,20260318,84.4,20260319,16.13,20260327,16.35,1.2039,2026-03,低
600328.SH,20260318,84.3,20260319,10.46,20260327,9.68,-7.617,2026-03,低
002355.SZ,20260318,84.1,20260319,7.46,20260327,6.84,-8.471,2026-03,低
002256.SZ,20260318,84.0,20260319,4.19,20260327,4.35,3.6586,2026-03,低
000701.SZ,20251117,84.3,20251201,7.17,20251208,8.65,20.4816,2025-11,低
002931.SZ,20251117,82.6,20251201,21.49,20251208,19.54,-9.234,2025-11,低
002430.SZ,20251117,81.8,20251201,26.81,20251208,29.27,9.0157,2025-11,低
603758.SH,20251117,81.8,20251118,16.5,20251125,15.83,-4.2206,2025-11,低
603817.SH,20251117,81.5,20251118,8.71,20251125,7.38,-15.4298,2025-11,低
600734.SH,20251117,81.3,20251118,3.99,20251125,5.59,39.9403,2025-11,低
603755.SH,20251117,81.3,20251118,38.8,20251125,37.28,-4.0775,2025-11,低
000753.SZ,20251117,81.1,20251201,8.7,20251208,9.1,4.4377,2025-11,低
000863.SZ,20251117,80.9,20251201,5.01,20251208,4.57,-8.9424,2025-11,低
600338.SH,20251117,80.9,20251118,16.74,20251125,14.46,-13.7801,2025-11,低
